metric_id,ci_id,metric_type,metric_value,unit,threshold_warning,threshold_critical,is_anomaly,anomaly_score,collected_at
28f3925d-e2d8-4db0-81e0-ed68a4b5c246,fecfed46-06bf-4df6-b042-1f57cd2b4490,latency_p99,291.19,ms,500,1000,false,0.0,2026-01-31 03:01:26
88b23bae-eaa7-4262-b1b2-33c55ca20bc6,3182cd1e-ab3b-4864-acab-ae2b5c566e4b,disk_usage,42.24,%,80,95,false,0.0,2026-01-20 10:04:13
da16be75-e6e6-4635-97b3-8d8ca8c66834,f4ff1e8e-7197-4752-b1e9-cae2cb64a054,cpu_usage,25.26,%,70,90,false,0.0,2026-01-19 03:32:36
9b503909-56e1-4ee6-b757-5920e82a5a91,16136614-e26d-4045-92e5-9161e3b6a0c0,latency_p50,62.94,ms,100,200,false,0.0,2026-01-30 20:41:38
5ac8af1a-7b6f-4ed9-a8bb-ba6e6b100841,4f53abea-fb31-4374-8e31-6be8a799ea80,disk_usage,54.01,%,80,95,false,0.0,2026-01-29 19:20:14
51b50ffc-be51-493b-8a59-20ca8287226f,0b31c2e5-c214-4363-a48f-3d68e5615aee,connection_count,500.06,count,700,900,false,0.0,2026-01-22 19:13:46
0aa100b6-93bd-455a-85d7-bc208f29dcfd,5856c89b-8778-4534-a29c-7487b60e9fa8,latency_p50,38.53,ms,100,200,false,0.0,2026-01-24 14:50:26
2421fefb-6c9b-493f-aeef-029e52eb2254,0b31c2e5-c214-4363-a48f-3d68e5615aee,request_count,3556.0,req/s,7000,9000,false,0.0,2026-01-30 10:47:08
774b2462-62c5-4c8c-a0bf-c9d133ebba86,1a5928c6-9ff0-4027-8968-6091a4fe308c,error_rate,0.14,%,1,5,false,0.0,2026-01-15 15:37:18
0f57d390-4daf-4f02-ae18-e4016574b222,adf01df8-f06f-449c-985e-9e4d5c4ae820,error_rate,0.44,%,1,5,false,0.0,2026-01-31 15:45:50
763d1841-0048-436e-b120-f3ac6cb06b74,50133837-0d53-423c-adc3-3525fc0fb685,memory_usage,70.06,%,75,90,false,0.0,2026-01-23 06:13:29
94b4d306-7d0a-4f7a-9fc3-ca5cf81ea5ea,16136614-e26d-4045-92e5-9161e3b6a0c0,network_in,504.04,Mbps,700,900,false,0.0,2026-01-24 09:58:21
1abd4c50-fdd6-4dbd-b4d4-b1ca89e53820,be8068dd-2ddd-4788-a1ec-e795f8dfea6f,memory_usage,76.59,%,75,90,false,0.0,2026-01-24 19:57:22
1b0bd183-364f-4899-b4a4-5c6c44219f76,fb91483d-7e2d-456d-8439-8035e83a2e25,disk_usage,29.51,%,80,95,false,0.0,2026-01-20 14:06:44
9b3b47e3-cc7f-4d65-9ab5-e8982c0536c2,90c0ec6b-2892-431c-abe5-bd5d8469c67c,latency_p50,32.78,ms,100,200,false,0.0,2026-01-31 12:31:41
17dcf422-98ad-4528-a1f2-eb9ba50f0a41,b0bf1d86-6cf1-4956-a086-f9c0a0ee2b65,latency_p50,134.37,ms,100,200,true,0.1719,2026-01-03 03:11:24
e46a49eb-2c50-40d7-8acd-74ee57c2e45d,e29547be-9452-480b-a757-30f4840a6bef,request_count,4622.92,req/s,7000,9000,false,0.0,2026-01-06 12:02:10
2ffa03d4-3858-4371-bee8-8456083549c7,51433cfe-b9a1-4192-8f3b-029eae9e262a,latency_p99,232.93,ms,500,1000,false,0.0,2026-01-29 11:37:33
7d19d5e5-c473-4c80-8809-c4edef992509,e1f5ae2c-1237-433d-a4b6-f160db078fd9,network_in,431.38,Mbps,700,900,false,0.0,2026-01-20 16:26:51
e1bca917-11d9-464a-a466-04237d73eb20,397d583b-3182-4e0a-a259-a59b5d305660,connection_count,248.97,count,700,900,false,0.0,2026-01-14 16:03:34
54520a7b-9308-49ab-92d9-f7f5524d84d7,5b254b52-2058-49bc-a92f-f0a533ec1785,latency_p99,293.18,ms,500,1000,false,0.0,2026-01-13 09:24:48
6ce8e475-6c5e-472f-85e7-19a0759e3042,8fa23238-effc-41e6-b2dc-a0c13b0b4710,connection_count,477.81,count,700,900,false,0.0,2026-01-21 20:47:56
73c86ace-edfc-413a-8ed1-ac03c0482a0b,1a5928c6-9ff0-4027-8968-6091a4fe308c,network_out,195.97,Mbps,700,900,false,0.0,2026-01-16 18:17:44
6139c0c5-e593-4436-b2dc-bd3ee496be51,55d8be61-f771-4a79-b854-61daaf9dc77a,cpu_usage,99.82,%,70,90,true,0.6091,2026-01-27 17:17:37
5ca41332-0cc9-4e1f-9746-a42a3f6ce727,92691dcf-7185-4abf-91db-1ea46dd88e54,error_rate,0.3,%,1,5,false,0.0,2026-01-24 02:20:38
041b0601-1e50-4a44-8aef-7dba8d476496,749caa4a-d1f6-4712-8fc7-5b422a2a4e35,error_rate,0.61,%,1,5,false,0.0,2026-01-21 00:41:34
10fb33ad-61ac-4cef-b88f-120ce14dff30,7eac3986-609b-43df-abd8-1f690b4c58de,memory_usage,8.3,%,75,90,false,0.0,2026-01-15 19:14:25
860c5756-c36b-4e0d-96bc-bb7b27afd972,7afc5aeb-220e-480b-b2a3-a167c8bc53ea,connection_count,284.05,count,700,900,false,0.0,2026-01-19 17:43:28
808bea29-3e22-46a1-8892-79aaa9bbaf06,d24e2454-6eac-4aa7-81a4-506247e0ec20,request_count,1251.69,req/s,7000,9000,false,0.0,2026-01-10 03:39:04
12d06fed-a7f1-47aa-a52c-e5a18f6a042d,5b789c9e-db0c-405f-b686-5fe0e7771dc9,cpu_usage,42.78,%,70,90,false,0.0,2026-01-24 22:39:09
e75e6530-4805-4076-9f92-ba7a2e5b021e,ae7e6350-96b8-4afe-bbdb-05c4c69472fc,connection_count,785.1,count,700,900,true,0.3723,2026-01-10 10:39:02
cf4aed2a-5215-4edb-aac8-3f3bb8aa0765,51825d70-253f-4836-a05f-b6b7723ca400,disk_usage,96.59,%,80,95,true,0.5167,2026-01-15 03:12:38
f1b1ffd2-b254-4474-84a5-8d6d651cad53,aef14eab-b503-4490-a376-6d32d158c896,network_out,35.24,Mbps,700,900,false,0.0,2026-01-16 08:42:35
c0eab4d1-ef75-4022-95ab-c125b40b9b73,98fa29c3-028f-4408-ade0-45c7a40dfdad,error_rate,0.39,%,1,5,false,0.0,2026-01-18 11:56:52
af725cd3-ae60-4c40-b5f3-1ff90d1bf375,a14e7873-9d59-4476-b927-6676a2340a25,connection_count,256.08,count,700,900,false,0.0,2026-01-23 05:56:25
0ed54cad-a952-497d-9f01-f8b5f91cd2ee,302f9205-eb2b-4f84-b7aa-cd3a408ba887,latency_p99,173.18,ms,500,1000,false,0.0,2026-01-21 08:35:47
c427279b-f4c8-42f7-be89-a476b7974afe,a4ed7edb-cee2-4c26-9e55-02f31aac1ad3,error_rate,0.22,%,1,5,false,0.0,2026-02-01 06:20:31
18d5efe9-7b15-4a23-9bf1-ea96bccdef01,6131ab6e-0057-4da2-9f61-8a411e99e18a,connection_count,962.38,count,700,900,true,0.5693,2026-01-28 22:48:46
7b1b7ba2-2e3c-4d22-ab9d-602aafa7d35d,ebcf4a2e-867d-411b-bb85-20eaca678a82,error_rate,0.37,%,1,5,false,0.0,2026-01-11 04:29:42
2e243ce0-9b2d-4368-96d2-a3457573f65b,d9ae9ac8-6500-4939-bd07-921abefa35f1,request_count,1155.04,req/s,7000,9000,false,0.0,2026-01-25 08:58:49
f447082f-d142-4495-8e85-bf2e88911e77,749caa4a-d1f6-4712-8fc7-5b422a2a4e35,latency_p99,87.39,ms,500,1000,false,0.0,2026-01-13 22:28:27
ab041850-06c9-4fbc-926d-5f5551ea7802,cc7f94d9-4b88-4b35-bed5-ed76c4fc502b,connection_count,298.87,count,700,900,false,0.0,2026-01-09 22:22:00
d0ab5fa6-6a85-48ac-b969-e6df2930dc38,2304ebe0-a9b6-4991-899c-e24fc85814c1,cpu_usage,77.26,%,70,90,true,0.3584,2026-01-22 06:32:59
3842f93c-c648-451f-9d7d-2ba09b5cbd68,3e132c19-d427-4725-b3ce-960f8f7356d5,cpu_usage,18.29,%,70,90,false,0.0,2026-01-06 16:06:49
1f36643e-a0a1-46c6-9847-d960dc4a084d,11e25686-a67e-41ef-b460-f7ff4a084cf2,disk_usage,25.5,%,80,95,false,0.0,2026-02-01 04:30:28
1a22afd3-3cae-4829-beb1-22c4a4699b7f,ab13aacd-2ee6-4f26-8247-43f33fc36612,error_rate,0.32,%,1,5,false,0.0,2026-01-19 09:43:10
d0fd3cf8-ed73-44ea-85a5-464dde1ea020,f4ff1e8e-7197-4752-b1e9-cae2cb64a054,cpu_usage,47.03,%,70,90,false,0.0,2026-01-06 21:39:30
f357f40c-2b7b-4f86-b2c2-42e4b5620636,749caa4a-d1f6-4712-8fc7-5b422a2a4e35,network_out,200.8,Mbps,700,900,false,0.0,2026-01-04 19:52:12
fd4828d6-f587-4e35-9bd3-7270a6e49449,50133837-0d53-423c-adc3-3525fc0fb685,latency_p99,844.77,ms,500,1000,false,0.0,2026-01-07 13:18:21
5eca2c30-4b07-43d2-b4e7-6c2503ef7c6c,e81fb4ee-ae35-4597-8741-47d76014a918,latency_p50,31.36,ms,100,200,false,0.0,2026-01-28 07:29:59
c1783b86-52db-48db-a719-655ab1f903a8,a14e7873-9d59-4476-b927-6676a2340a25,network_in,346.56,Mbps,700,900,false,0.0,2026-01-25 05:03:20
f10d6972-ada5-47a8-b723-c0e4c59a305a,80944ccf-f3dc-423d-a15f-97dcf0fe291a,memory_usage,91.51,%,75,90,true,0.5168,2026-01-14 20:25:14
6dd1f9cb-d878-44b4-b5b9-21ae853e8d9a,c345a6a4-7504-45ab-a46f-3495b0dd335a,disk_usage,59.23,%,80,95,false,0.0,2026-01-16 01:17:57
56bab284-4469-427a-9696-40dff09ccca8,c345a6a4-7504-45ab-a46f-3495b0dd335a,cpu_usage,0.04,%,70,90,false,0.0,2026-01-03 00:21:56
68157406-f95d-4c27-baf4-38b1e51f4bfd,c4babe32-8982-4b1f-914c-f802f712eae9,error_rate,0.61,%,1,5,false,0.0,2026-01-13 15:30:54
8b073257-6f32-4f06-9755-73769b48ea57,aef14eab-b503-4490-a376-6d32d158c896,connection_count,199.3,count,700,900,false,0.0,2026-01-07 12:26:13
c61adeb9-7629-45ed-9e3f-3bbcf2284b77,fecfed46-06bf-4df6-b042-1f57cd2b4490,error_rate,0.23,%,1,5,false,0.0,2026-01-18 21:18:45
85c1771c-06e3-4013-a512-e0a6d1fb43c4,9afb888c-a5ad-411b-be47-dae081d205ff,connection_count,107.29,count,700,900,false,0.0,2026-01-16 07:31:05
dd73d0ff-d2ae-4100-a991-a9e1e71cd9dd,86c844a0-5057-4c71-b389-f1886d1d60b0,network_out,241.92,Mbps,700,900,false,0.0,2026-01-19 13:41:35
67677858-f5bb-401e-8d7b-16fd47cb63b2,0b31c2e5-c214-4363-a48f-3d68e5615aee,latency_p50,73.98,ms,100,200,false,0.0,2026-01-30 12:31:04
d99df8d5-f827-45da-9a7f-a1ac888167ab,ad594abc-a87d-45d4-863e-5478c3ac38d5,memory_usage,31.85,%,75,90,false,0.0,2026-01-07 02:53:50
6561dc79-413a-4048-8953-31e7029e82f9,96a58197-b97d-4547-86cf-14bfbd5c5988,cpu_usage,1.75,%,70,90,false,0.0,2026-01-21 19:14:12
7b3cad22-c8c1-462d-9ce5-972b9b283305,c55f29f5-6dc2-48d6-a219-5729b0cc9217,request_count,4975.91,req/s,7000,9000,false,0.0,2026-01-04 13:32:27
79a2d9d9-c917-4573-ae7b-629874e9a793,4f53abea-fb31-4374-8e31-6be8a799ea80,network_out,514.6,Mbps,700,900,false,0.0,2026-01-10 20:59:06
22527e0e-2656-4d78-bede-9502e9156072,7bbced6b-b6ff-42cf-b99a-c9ad8e305c2c,connection_count,333.37,count,700,900,false,0.0,2026-01-03 02:07:51
65def6e0-1e6a-4c4e-8ee3-269b1abd3efa,daea5281-7245-4dbf-96fd-549047824b30,network_out,372.55,Mbps,700,900,false,0.0,2026-02-01 03:10:12
0113625e-8f52-4dc5-94bb-48315dd93c66,7a9c55f7-fdf9-4f8d-be48-5f1435aa3c4c,error_rate,3.85,%,1,5,false,0.0,2026-01-10 13:12:49
2166abd3-acfd-48df-be61-979f70b97ead,c0346cc2-fb1b-4b23-a2e8-770a3bc5d9c2,disk_usage,50.39,%,80,95,false,0.0,2026-01-05 16:03:41
6cdb93f3-d75e-48fe-90b1-62b6d4d5e38a,5c57a0dc-cc93-490f-91fc-639c68aba9f1,request_count,3423.18,req/s,7000,9000,false,0.0,2026-01-15 05:11:59
38443032-ead9-436b-9eb3-b24ccc626da3,ae7e6350-96b8-4afe-bbdb-05c4c69472fc,request_count,7978.39,req/s,7000,9000,false,0.0,2026-01-06 18:23:25
2aae77ca-3895-40cb-b1d7-e270814bd17f,26ff72fe-10f8-4e71-8b1d-64f46feecf38,connection_count,4.43,count,700,900,false,0.0,2026-01-08 19:39:08
0a232f08-ee62-41a5-8df4-b3dbc8ff279b,51433cfe-b9a1-4192-8f3b-029eae9e262a,network_out,246.16,Mbps,700,900,false,0.0,2026-01-01 21:13:25
eae3526e-4e31-4a79-92bb-f95598b40415,84de2734-7345-47b4-bf3a-48f973b7af21,network_out,269.02,Mbps,700,900,false,0.0,2026-01-13 22:51:38
909466ad-2bd2-41ea-9b20-49be071e7db7,1a5928c6-9ff0-4027-8968-6091a4fe308c,network_out,383.45,Mbps,700,900,false,0.0,2026-01-12 01:21:54
e04220c1-6506-4525-9780-009ebd87a2d4,51b1729d-df9c-440c-ba6c-98983704d299,network_in,336.44,Mbps,700,900,false,0.0,2026-01-11 18:01:24
929169d1-e2a3-48ec-b5e6-4997f4d2a08e,4eed41d6-2d62-47e7-8769-1e2c5bc92adc,network_in,299.25,Mbps,700,900,false,0.0,2026-01-11 12:01:48
c883b5f6-89c6-4ad2-8a0a-1b663241771b,22396410-1036-47d7-8867-30d3ce4dc70e,memory_usage,80.59,%,75,90,false,0.0,2026-01-25 00:28:01
960c8116-2761-40c2-b287-6c6cc42927cd,5856c89b-8778-4534-a29c-7487b60e9fa8,memory_usage,9.97,%,75,90,false,0.0,2026-01-28 09:30:18
e5200779-f9a7-4197-97d7-d97e35df2675,f4ff1e8e-7197-4752-b1e9-cae2cb64a054,cpu_usage,41.5,%,70,90,false,0.0,2026-01-13 16:27:29
8c52ff2b-5ddb-4c3f-8981-56059e270448,297c4236-81ab-4f6a-a7c6-97c1bd29af43,disk_usage,60.58,%,80,95,false,0.0,2026-01-30 14:16:59
d57d5619-f2cf-49dd-8543-d8cfa6e2f4a9,30011f97-4114-48c0-983a-ac6d08de411a,latency_p50,26.58,ms,100,200,false,0.0,2026-01-26 11:06:46
3ad561ee-5aeb-48e3-b04a-ad06036a4c23,820a401b-c0e1-4475-9697-b57732437bb4,latency_p50,44.63,ms,100,200,false,0.0,2026-01-14 21:39:49
0cddff1b-f710-4bab-9042-ebe7255a0c8c,749caa4a-d1f6-4712-8fc7-5b422a2a4e35,latency_p99,306.03,ms,500,1000,false,0.0,2026-01-21 00:25:25
18d5ddc6-ffce-485f-b814-279db7dd7fd8,7a9c55f7-fdf9-4f8d-be48-5f1435aa3c4c,request_count,7582.26,req/s,7000,9000,false,0.0,2026-01-11 18:01:57
c9a1e7dc-98f0-4130-a3a0-b05cb8be8822,ad4fae2e-e2a8-44f5-abc3-21152c8b1acd,connection_count,750.35,count,700,900,true,0.3337,2026-01-28 00:24:55
c2636e77-7b3b-4005-ac8b-539067792980,ae7e6350-96b8-4afe-bbdb-05c4c69472fc,request_count,6482.53,req/s,7000,9000,false,0.0,2026-01-05 06:05:52
f21c5be3-bcf6-4d36-bb72-a0cfe172868c,5c57a0dc-cc93-490f-91fc-639c68aba9f1,latency_p50,35.78,ms,100,200,false,0.0,2026-01-04 04:08:30
0887a01d-975b-443d-941c-b6caa3c4b806,226eb2c0-965c-41ff-89cb-f2ebde4dcd23,cpu_usage,18.82,%,70,90,false,0.0,2026-01-03 07:04:17
01e32871-4294-4b45-8b0d-c5d14fde2094,51433cfe-b9a1-4192-8f3b-029eae9e262a,cpu_usage,20.34,%,70,90,false,0.0,2026-01-20 15:11:04
c0e5d3b6-8010-4aa9-bc3d-490317bfa0a0,80944ccf-f3dc-423d-a15f-97dcf0fe291a,latency_p50,325.31,ms,100,200,true,1.0,2026-01-10 04:58:43
127f969a-a17d-46ba-8c44-ab31a4fbfbb0,4f53abea-fb31-4374-8e31-6be8a799ea80,request_count,3576.32,req/s,7000,9000,false,0.0,2026-01-12 16:56:48
3d8355de-3482-4008-84a5-4a9f81367362,e5f011e9-cd96-429b-bd48-8aef8f4c58ad,latency_p50,71.17,ms,100,200,false,0.0,2026-01-24 22:34:38
ea52019d-7db3-4fe8-a872-c016b2574222,ebcf4a2e-867d-411b-bb85-20eaca678a82,latency_p50,18.34,ms,100,200,false,0.0,2026-01-19 22:44:26
400037d3-0fe8-46de-970a-1e85b89eba54,92691dcf-7185-4abf-91db-1ea46dd88e54,connection_count,257.3,count,700,900,false,0.0,2026-01-09 22:20:38
cb063e10-bd90-44c9-9893-546b9b8127c9,9643e962-263d-4fe4-a3fe-dd7908849019,network_in,20.52,Mbps,700,900,false,0.0,2026-01-09 05:35:14
aab25978-c5f7-4b93-a507-307bea01e7a8,5a0a2c80-8fea-4ce7-b3c0-d32a434dd1d5,latency_p99,60.6,ms,500,1000,false,0.0,2026-01-07 16:21:07
6baa363c-b631-4b23-a775-822dcf6a457a,90c0ec6b-2892-431c-abe5-bd5d8469c67c,network_in,235.92,Mbps,700,900,false,0.0,2026-01-28 14:18:25
6e76969a-416c-4435-8388-41a5d2920184,4a796ef7-1079-4e16-913b-f2d9863de199,network_in,134.2,Mbps,700,900,false,0.0,2026-01-22 06:46:58
784e23b1-57e5-460a-b5db-a5579ae1a11f,51b1729d-df9c-440c-ba6c-98983704d299,disk_usage,27.34,%,80,95,false,0.0,2026-01-03 06:29:05
915eab45-f35e-406b-85b2-f711d11b3518,51825d70-253f-4836-a05f-b6b7723ca400,latency_p99,1488.44,ms,500,1000,true,0.9884,2026-01-07 08:04:51
db8a33be-c2e9-4ab5-bfef-0e8017ff6b2c,226eb2c0-965c-41ff-89cb-f2ebde4dcd23,request_count,4448.66,req/s,7000,9000,false,0.0,2026-01-17 07:35:20
7889a2f4-93c2-4a78-9d3a-f79428643ba5,51825d70-253f-4836-a05f-b6b7723ca400,network_in,811.83,Mbps,700,900,false,0.0,2026-01-14 18:30:19
4e8fb44a-03fd-41d8-b9c9-a06c0131b3ff,2304ebe0-a9b6-4991-899c-e24fc85814c1,memory_usage,71.73,%,75,90,false,0.0,2026-01-05 04:00:57
b6f9d729-5616-4a7c-9850-1f723419fdd9,4a796ef7-1079-4e16-913b-f2d9863de199,network_out,228.81,Mbps,700,900,false,0.0,2026-01-27 19:33:07
0cc1ea37-4017-4d2b-b374-c83b123cf33b,5c57a0dc-cc93-490f-91fc-639c68aba9f1,network_in,270.27,Mbps,700,900,false,0.0,2026-01-27 06:26:38
95f16889-2623-42b3-9ca9-efb2eb0c64c7,22b9e7be-27e5-4876-bd88-0e2bf981437d,memory_usage,30.71,%,75,90,false,0.0,2026-01-28 15:43:02
d12345dc-d9d6-4861-b443-2899cf77d023,fecfed46-06bf-4df6-b042-1f57cd2b4490,error_rate,0.55,%,1,5,false,0.0,2026-01-07 22:27:31
e0b6b2d6-75b9-4c7f-8d9f-cfeacb93cdb0,6a84a1e9-55b6-4960-a0fc-54e5b1330352,error_rate,0.4,%,1,5,false,0.0,2026-01-25 05:15:16
b31f1395-2c64-4dc4-a3fb-431a05148db2,c406eed2-8ab7-4171-891b-8d75824c81fa,error_rate,0.75,%,1,5,false,0.0,2026-01-20 02:16:47
315176c3-7b54-4ede-a044-d7b35fc151c4,aef14eab-b503-4490-a376-6d32d158c896,memory_usage,59.22,%,75,90,false,0.0,2026-01-08 19:27:00
a3e92e52-2bc9-4e47-b22f-3465303159dd,3e132c19-d427-4725-b3ce-960f8f7356d5,disk_usage,37.61,%,80,95,false,0.0,2026-01-19 21:09:47
5cadba26-fdd1-4ef6-94f6-949071e7fec0,c0346cc2-fb1b-4b23-a2e8-770a3bc5d9c2,error_rate,0.21,%,1,5,false,0.0,2026-01-30 00:14:23
9fa8e361-d099-4950-a5e1-9a81db745850,22b9e7be-27e5-4876-bd88-0e2bf981437d,connection_count,329.02,count,700,900,false,0.0,2026-01-19 12:51:48
762c68bb-5769-495d-980e-d58ceeb336c1,4a796ef7-1079-4e16-913b-f2d9863de199,cpu_usage,6.28,%,70,90,false,0.0,2026-01-19 09:29:31
07a4afb2-5445-43d4-9367-7caa5ebf9bd1,a14e7873-9d59-4476-b927-6676a2340a25,request_count,2686.27,req/s,7000,9000,false,0.0,2026-01-19 12:25:31
dfa980f2-9690-4973-a0be-88256885edf8,749caa4a-d1f6-4712-8fc7-5b422a2a4e35,network_in,466.29,Mbps,700,900,false,0.0,2026-01-23 00:12:02
0eed053f-450c-4936-8f39-b2b14a9033c5,16136614-e26d-4045-92e5-9161e3b6a0c0,memory_usage,42.26,%,75,90,false,0.0,2026-01-19 09:27:03
25141a3a-ff81-4479-9c76-8fbc8eb4ca32,ca74401b-710b-4f84-941f-6fdbc647f0d9,latency_p99,151.68,ms,500,1000,false,0.0,2026-01-10 18:00:16
2086f5d9-ba85-4c6c-b0af-fb26629bd8ec,ad594abc-a87d-45d4-863e-5478c3ac38d5,network_out,218.32,Mbps,700,900,false,0.0,2026-01-25 06:32:37
ec5d09a7-9083-4c31-8a58-54da55126a7c,cc7f94d9-4b88-4b35-bed5-ed76c4fc502b,latency_p99,154.14,ms,500,1000,false,0.0,2026-01-26 10:12:06
206a6cc3-d50a-4f82-ac90-2cf1347576fe,c4babe32-8982-4b1f-914c-f802f712eae9,latency_p50,50.8,ms,100,200,false,0.0,2026-01-15 18:01:21
4b3bd090-79eb-42bc-93f2-ba378f45f97c,7a9c55f7-fdf9-4f8d-be48-5f1435aa3c4c,request_count,7782.99,req/s,7000,9000,false,0.0,2026-01-12 10:55:53
82ea6a2a-e425-41d6-b1fe-5966cc53e186,6c9a291e-f6aa-4d98-afe3-2a6a660576a0,connection_count,195.18,count,700,900,false,0.0,2026-01-17 16:24:37
ccd6c3e9-4c73-4e4f-be16-98a77366bf98,d9ae9ac8-6500-4939-bd07-921abefa35f1,memory_usage,50.56,%,75,90,false,0.0,2026-01-02 18:19:49
090408c0-f197-4415-8fc2-a0d0d0a57c52,820a401b-c0e1-4475-9697-b57732437bb4,memory_usage,26.47,%,75,90,false,0.0,2026-01-20 04:39:22
ffa3e2d4-6a0d-429e-9263-65b6327b2a30,e8a6fbf5-f04a-43fd-a22b-80345cc2762f,latency_p99,263.22,ms,500,1000,false,0.0,2026-01-30 10:47:20
f7dc05cb-9159-4e51-91c7-66a62a6bac85,81296264-87a7-4386-ba1e-4e50cd3e093b,disk_usage,19.15,%,80,95,false,0.0,2026-01-18 18:38:08
d0e1512b-222f-43af-9b5f-dc71129fd438,51433cfe-b9a1-4192-8f3b-029eae9e262a,connection_count,508.09,count,700,900,false,0.0,2026-01-15 14:47:29
cdd6d8a3-8d82-4e8d-857e-43c271ef3920,397d583b-3182-4e0a-a259-a59b5d305660,cpu_usage,51.87,%,70,90,false,0.0,2026-01-26 08:56:48
532a5ebf-f092-462b-8c11-2bab93013965,90c0ec6b-2892-431c-abe5-bd5d8469c67c,network_out,512.91,Mbps,700,900,false,0.0,2026-01-09 23:46:35
fdab9887-aa2a-4620-b113-366b386eed38,4eed41d6-2d62-47e7-8769-1e2c5bc92adc,network_out,445.09,Mbps,700,900,false,0.0,2026-01-08 03:17:53
1c060943-3098-4af4-aed9-cd1a61cd2692,84de2734-7345-47b4-bf3a-48f973b7af21,disk_usage,33.48,%,80,95,false,0.0,2026-01-14 06:51:47
fae56702-2ddf-43c3-bcc9-723c1ae54db1,885fe480-b61e-45e5-a039-d73240d9206a,memory_usage,69.96,%,75,90,false,0.0,2026-01-08 11:02:37
2d5864d4-63f8-4aea-9612-0e8219fa06c5,a3c3fbec-1c94-4e37-af94-c35482bf8f21,network_in,295.77,Mbps,700,900,false,0.0,2026-01-12 03:37:27
1cb88335-f9a8-4634-9585-916cba43fdfb,749caa4a-d1f6-4712-8fc7-5b422a2a4e35,memory_usage,46.52,%,75,90,false,0.0,2026-01-19 20:45:20
3d881cf4-f307-4c94-8440-c3a5256f8d01,3182cd1e-ab3b-4864-acab-ae2b5c566e4b,latency_p50,68.4,ms,100,200,false,0.0,2026-01-03 21:49:26
0394b110-33ee-473a-a2fa-d232034f802e,d24e2454-6eac-4aa7-81a4-506247e0ec20,connection_count,6.36,count,700,900,false,0.0,2026-01-27 12:37:58
