incident_id,incident_number,title,description,severity,priority,status,affected_ci_id,affected_service_id,category,subcategory,impact_scope,reported_by,assigned_to,assignment_group,created_at,acknowledged_at,resolved_at,closed_at,resolution_time_minutes,sla_breached,is_major_incident
fafdfac8-7473-4831-85f9-22a9c04801f8,INC0000011,Data corruption - ceph-prod-0238,Data corruption detected on ceph-prod-0238. Impact: data related issue affecting service availability.,medium,P3,in_progress,81296264-87a7-4386-ba1e-4e50cd3e093b,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Data,Data corruption,localized,Daniel Harris,John Smith,Application Support,2025-11-18 11:17:11,2025-11-18 12:52:11,,,,false,false
b8e7e689-7196-4047-868a-7909f99b0e12,INC0000012,Vulnerability detected - vpn-prod-0213,Vulnerability detected detected on vpn-prod-0213. Impact: security related issue affecting service availability.,low,P4,closed,3a6e0775-d09d-478b-904a-aa1c04874680,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Security,Vulnerability detected,widespread,John Smith,John Smith,Database Operations,2026-01-23 20:36:09,2026-01-23 20:41:09,2026-01-24 04:31:09,2026-01-25 07:31:09,475,true,false
40b798ff-fd6d-4abd-82cb-d11f5553802b,INC0000013,Bandwidth saturation - k8s-node-prod-0293,Bandwidth saturation detected on k8s-node-prod-0293. Impact: network related issue affecting service availability.,low,P4,closed,754ff9c8-947e-40b0-a868-92164576adca,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Network,Bandwidth saturation,localized,Daniel Harris,Sarah Johnson,Customer Experience,2025-11-22 20:36:45,2025-11-22 21:52:45,2025-11-23 00:11:45,2025-11-23 13:11:45,215,false,false
c3cbe78b-dac4-49c3-94aa-04facebe9a15,INC0000014,Replication lag - s3-dr-0163,Replication lag detected on s3-dr-0163. Impact: data related issue affecting service availability.,medium,P3,closed,a3c3fbec-1c94-4e37-af94-c35482bf8f21,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Data,Replication lag,localized,David Wilson,Emily Davis,Customer Experience,2025-12-14 17:34:35,2025-12-14 18:34:35,2025-12-14 19:47:35,2025-12-15 02:47:35,133,false,false
6d57a107-8a4a-4790-920e-58b8b9abd566,INC0000015,Thread deadlock - varnish-prod-0082,Thread deadlock detected on varnish-prod-0082. Impact: application related issue affecting service availability.,low,P4,closed,341e3d74-6345-4aa2-9ed5-4014c04af43a,,Application,Thread deadlock,limited,John Smith,David Wilson,Platform Engineering,2025-10-25 19:13:35,2025-10-25 19:29:35,2025-10-25 20:15:35,2025-10-25 22:15:35,62,false,false
9ddfc174-41b4-4299-b085-a03a1bfb7370,INC0000016,Resource exhaustion - switch-test-0067,Resource exhaustion detected on switch-test-0067. Impact: performance related issue affecting service availability.,low,P4,closed,d1b819ce-2ce8-4ee8-a83b-dd382e6a6ee9,541cbcda-42b7-490b-83b8-1e60396f364d,Performance,Resource exhaustion,widespread,Jennifer Martinez,Jennifer Martinez,Security Operations,2025-11-29 10:54:28,2025-11-29 12:19:28,2025-11-29 17:47:28,2025-11-30 16:47:28,413,true,false
8ba8b8cd-12b0-477e-bc23-26e3604863fb,INC0000017,Configuration error - efs-prod-0027,Configuration error detected on efs-prod-0027. Impact: application related issue affecting service availability.,high,P2,closed,45043937-32b7-4bf3-a7fe-cf6847598801,9ce9f7de-26d1-44ff-a36f-b76bcde19def,Application,Configuration error,localized,Emily Davis,Emily Davis,SRE,2025-10-13 14:49:42,2025-10-13 15:12:42,2025-10-13 20:25:42,2025-10-13 22:25:42,336,false,false
619197fc-3d3b-4bd3-82db-0d6b9488b200,INC0000018,Connectivity issues - ceph-stag-0093,Connectivity issues detected on ceph-stag-0093. Impact: availability related issue affecting service availability.,low,P4,in_progress,ebcf4a2e-867d-411b-bb85-20eaca678a82,,Availability,Connectivity issues,limited,James Brown,Daniel Harris,Cloud Infrastructure,2025-08-27 14:37:30,2025-08-27 15:45:30,,,,false,false
aae52021-0a7f-448f-9390-8d9cf3d032c0,INC0000019,Resource exhaustion - Unknown CI,Resource exhaustion detected on infrastructure. Impact: performance related issue affecting service availability.,medium,P3,open,,,Performance,Resource exhaustion,localized,Michelle Robinson,Daniel Harris,Application Support,2025-08-23 19:27:51,,,,,false,false
5d929824-fe66-45ab-bd1a-7dac23a3b99c,INC0000020,Partial outage - lambda-prod-0092,Partial outage detected on lambda-prod-0092. Impact: availability related issue affecting service availability.,low,P4,resolved,5c22fe08-8d57-49a9-a527-37e9385133e3,e62f6318-4753-4bd5-8bd7-54a1f6528b9b,Availability,Partial outage,widespread,Emily Davis,Christopher Lee,Application Support,2026-01-20 08:27:44,2026-01-20 09:52:44,2026-01-20 13:52:44,,325,true,false
33e079a8-b505-490c-88f2-56d9286a572e,INC0000021,DNS resolution failure - nginx-dr-0131,DNS resolution failure detected on nginx-dr-0131. Impact: network related issue affecting service availability.,medium,P3,closed,3c7d83fc-c09b-4895-bd62-52cd27aae199,f24639db-705d-4ac1-a0be-3de9c28ea784,Network,DNS resolution failure,widespread,David Wilson,James Brown,Application Support,2025-09-04 18:49:44,2025-09-04 20:11:44,2025-09-04 19:19:44,2025-09-06 06:19:44,30,true,false
2887634e-7741-49aa-9fa7-d9be2016d2cc,INC0000022,Certificate expired - lambda-deve-0065,Certificate expired detected on lambda-deve-0065. Impact: security related issue affecting service availability.,high,P2,in_progress,3511cf54-07cb-43ed-ace8-a27c1b0ae95f,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Security,Certificate expired,widespread,Michael Chen,Jessica Garcia,Data Engineering,2025-10-11 21:46:18,2025-10-11 22:52:18,,,,false,false
ae3eaf01-23db-4786-9cdd-1b3723d0116a,INC0000023,Storage full - vpn-prod-0205,Storage full detected on vpn-prod-0205. Impact: data related issue affecting service availability.,low,P4,resolved,c513776f-4117-4fa8-ac5a-0e8295f601b5,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Data,Storage full,localized,Robert Taylor,Daniel Harris,Cloud Infrastructure,2025-09-22 20:54:48,2025-09-22 21:21:48,2025-09-22 22:50:48,,116,false,false
02f3602a-5f44-4b6c-ba61-52915a939152,INC0000024,Certificate expired - elasticsearch-prod-0250,Certificate expired detected on elasticsearch-prod-0250. Impact: security related issue affecting service availability.,medium,P3,closed,8e8c4b95-2ca1-49e4-b129-c676fee1a2de,,Security,Certificate expired,limited,Christopher Lee,Emily Davis,Customer Experience,2025-11-23 04:03:06,2025-11-23 05:02:06,2025-11-23 09:23:06,2025-11-25 09:23:06,320,true,false
81db53fe-64e6-46fb-a266-e8032ce4d69c,INC0000025,Vulnerability detected - nginx-test-0033,Vulnerability detected detected on nginx-test-0033. Impact: security related issue affecting service availability.,medium,P3,in_progress,e1f5ae2c-1237-433d-a4b6-f160db078fd9,541cbcda-42b7-490b-83b8-1e60396f364d,Security,Vulnerability detected,widespread,Robert Taylor,Michelle Robinson,Security Operations,2025-11-27 17:53:49,2025-11-27 19:51:49,,,,false,false
2ebef59f-ff33-4a50-9346-f395f1564562,INC0000026,Bandwidth saturation - varnish-stag-0059,Bandwidth saturation detected on varnish-stag-0059. Impact: network related issue affecting service availability.,low,P4,closed,ce08359f-471d-4a16-b8c2-4108bbf0c2d9,8e1c81ff-9d7e-446d-849f-8ac123da8bef,Network,Bandwidth saturation,limited,Jennifer Martinez,Michael Chen,Network Operations,2025-09-19 23:33:22,2025-09-20 00:32:22,2025-09-20 06:32:22,2025-09-20 18:32:22,419,true,false
5dfcbe63-f308-47b3-87b8-978cf56d2997,INC0000027,Unauthorized access - switch-stag-0006,Unauthorized access detected on switch-stag-0006. Impact: security related issue affecting service availability.,low,P4,resolved,7ab713f5-2f7a-4a55-995b-ea60ec06292d,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Security,Unauthorized access,limited,Jennifer Martinez,Michael Chen,DevOps,2025-10-27 19:35:27,2025-10-27 20:39:27,2025-10-28 00:40:27,,305,false,false
4464016d-9b28-4f4d-8a5b-a195c4f94551,INC0000028,Service down - efs-deve-0039,Service down detected on efs-deve-0039. Impact: availability related issue affecting service availability.,medium,P3,in_progress,820a401b-c0e1-4475-9697-b57732437bb4,dfee32ff-83a9-4f98-b35e-f6ec754fd1e6,Availability,Service down,localized,Michelle Robinson,Christopher Lee,Application Support,2025-12-29 11:20:15,2025-12-29 12:18:15,,,,false,false
387ee40b-64b3-47e0-9643-bfb11dd34c55,INC0000029,Storage full - elasticsearch-prod-0141,Storage full detected on elasticsearch-prod-0141. Impact: data related issue affecting service availability.,high,P2,open,a3581c5c-c597-4977-a4d2-b5c789f129b0,5dde88a6-aa1b-4250-9502-369757c5ad99,Data,Storage full,widespread,Kevin Thompson,Lisa Anderson,Customer Experience,2025-11-19 16:08:59,,,,,false,false
bacfd646-7573-48b9-9d02-69e942e23d86,INC0000030,DNS resolution failure - appservice-deve-0295,DNS resolution failure detected on appservice-deve-0295. Impact: network related issue affecting service availability.,medium,P3,resolved,50cfc81d-673a-4356-8bbb-42cab3870ae3,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Network,DNS resolution failure,limited,Sarah Johnson,Sarah Johnson,Application Support,2025-08-06 04:37:13,2025-08-06 05:18:13,2025-08-06 05:59:13,,82,false,false
25e1d673-651f-4872-8c56-f4ab213ade95,INC0000031,Resource exhaustion - elasticsearch-prod-0141,Resource exhaustion detected on elasticsearch-prod-0141. Impact: performance related issue affecting service availability.,low,P4,open,a3581c5c-c597-4977-a4d2-b5c789f129b0,5dde88a6-aa1b-4250-9502-369757c5ad99,Performance,Resource exhaustion,limited,Michael Chen,Christopher Lee,SRE,2025-10-25 00:23:55,,,,,false,false
43b979e5-3f19-453e-ab28-2f7cafa04329,INC0000032,Configuration error - memcached-prod-0063,Configuration error detected on memcached-prod-0063. Impact: application related issue affecting service availability.,low,P4,resolved,a1c3ce7f-e492-4001-a1dd-98a51742d908,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Application,Configuration error,widespread,Sarah Johnson,John Smith,Database Operations,2025-11-08 10:18:27,2025-11-08 10:36:27,2025-11-08 10:47:27,,29,false,false
1a88cce5-5c21-4709-aca0-0c0e0ea856d9,INC0000033,Configuration error - rabbitmq-test-0046,Configuration error detected on rabbitmq-test-0046. Impact: application related issue affecting service availability.,high,P2,resolved,98fa29c3-028f-4408-ade0-45c7a40dfdad,9e0f8d3a-b07a-4be3-8cea-977f89543359,Application,Configuration error,localized,John Smith,Sarah Johnson,Security Operations,2025-09-22 01:14:17,2025-09-22 03:03:17,2025-09-22 09:11:17,,477,true,false
10aba55c-ddb7-438f-9daa-16717bf9270a,INC0000034,Timeout errors - activemq-prod-0169,Timeout errors detected on activemq-prod-0169. Impact: performance related issue affecting service availability.,low,P4,open,b851b00b-7cc0-42d9-a5bf-af72afbe7551,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Performance,Timeout errors,limited,Robert Taylor,Lisa Anderson,Database Operations,2026-01-28 10:07:02,,,,,false,false
a1662e40-2e21-4d78-a7a4-5deed7cb5eb0,INC0000035,Certificate expired - s3-prod-0212,Certificate expired detected on s3-prod-0212. Impact: security related issue affecting service availability.,medium,P3,in_progress,743450d7-0406-40e0-bbf8-783c7aab5448,f9c1269b-0495-436f-b7f9-ba6e77ec6bda,Security,Certificate expired,widespread,Jennifer Martinez,Laura Clark,SRE,2026-01-15 04:04:28,2026-01-15 05:34:28,,,,false,false
bcc4af21-ac18-4a51-aa5c-5c2db938ce92,INC0000036,Configuration error - reporting-prod-0136,Configuration error detected on reporting-prod-0136. Impact: application related issue affecting service availability.,low,P4,resolved,daea5281-7245-4dbf-96fd-549047824b30,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Application,Configuration error,widespread,James Brown,Michael Chen,Cloud Infrastructure,2025-10-18 14:49:20,2025-10-18 15:39:20,2025-10-18 19:49:20,,300,true,false
3f2d2a2a-a3ac-4649-a548-d97ba8613244,INC0000037,High latency - sqs-stag-0198,High latency detected on sqs-stag-0198. Impact: performance related issue affecting service availability.,low,P4,open,8e0edaaf-bf84-4516-aaaa-db1fe23341e2,,Performance,High latency,widespread,Christopher Lee,James Brown,Customer Experience,2025-09-22 05:33:44,,,,,false,false
192978a2-4f96-45a9-9265-bb8a65f9be78,INC0000038,Vulnerability detected - varnish-dr-0079,Vulnerability detected detected on varnish-dr-0079. Impact: security related issue affecting service availability.,low,P4,closed,79e8a3e6-f463-449c-9464-6f24165d3163,9fee8601-d9ae-4a80-8221-605196634a7b,Security,Vulnerability detected,limited,Kevin Thompson,James Brown,DevOps,2025-12-11 15:39:17,2025-12-11 16:00:17,2025-12-11 17:46:17,2025-12-12 17:46:17,127,false,false
8663e1bd-6eb3-41dc-925e-1a40d99421e4,INC0000039,Connectivity issues - Unknown CI,Connectivity issues detected on infrastructure. Impact: availability related issue affecting service availability.,high,P2,resolved,,,Availability,Connectivity issues,limited,Emily Davis,Emily Davis,Network Operations,2025-12-30 11:24:52,2025-12-30 11:42:52,2025-12-30 12:54:52,,90,false,false
28a1cb94-8f05-4aa7-a00d-d0cfd5c53d89,INC0000040,Unauthorized access - ecs-instance-prod-0272,Unauthorized access detected on ecs-instance-prod-0272. Impact: security related issue affecting service availability.,critical,P1,resolved,302f9205-eb2b-4f84-b7aa-cd3a408ba887,eab1fa5b-ffa4-4067-bcce-6ce998814034,Security,Unauthorized access,localized,Michael Chen,Jessica Garcia,DevOps,2025-11-28 00:37:19,2025-11-28 01:15:19,2025-11-28 01:52:19,,75,false,true
cd9f6920-14a1-45a9-8b80-d3aa5093c17e,INC0000041,Unauthorized access - ecs-instance-prod-0190,Unauthorized access detected on ecs-instance-prod-0190. Impact: security related issue affecting service availability.,medium,P3,resolved,6e9a983c-e9f3-4256-b39d-107e3cce882d,,Security,Unauthorized access,localized,Michelle Robinson,James Brown,Security Operations,2025-08-29 13:35:48,2025-08-29 15:03:48,2025-08-29 17:05:48,,210,false,false
2204e114-5d17-4c48-93d9-1ed7cae79fdd,INC0000042,Brute force attempt - varnish-stag-0056,Brute force attempt detected on varnish-stag-0056. Impact: security related issue affecting service availability.,high,P2,in_progress,1ffba6a4-7ed2-4be2-821d-3bd36bae0761,669a3c68-8c1e-4132-91d6-035a5d9eccd9,Security,Brute force attempt,widespread,Emily Davis,Jennifer Martinez,Cloud Infrastructure,2026-01-25 13:37:24,2026-01-25 15:04:24,,,,false,false
a78967e0-5d50-44d8-ba0d-2b81ed966770,INC0000043,Certificate expired - mongodb-stag-0052,Certificate expired detected on mongodb-stag-0052. Impact: security related issue affecting service availability.,high,P2,open,e2d9e46d-b154-4b8e-b9cf-825f10f0496f,,Security,Certificate expired,localized,Daniel Harris,Daniel Harris,DevOps,2025-10-13 20:03:11,,,,,false,false
98d653b5-6457-45b6-8bcf-3b17e0a426b2,INC0000044,Thread deadlock - blob-stag-0088,Thread deadlock detected on blob-stag-0088. Impact: application related issue affecting service availability.,high,P2,closed,587e6082-6f52-46aa-9362-188335e0ee2f,e62f6318-4753-4bd5-8bd7-54a1f6528b9b,Application,Thread deadlock,localized,Amanda White,John Smith,Cloud Infrastructure,2025-09-26 00:27:52,2025-09-26 01:53:52,2025-09-26 03:09:52,2025-09-28 01:09:52,162,false,false
0e7eac3d-8bc8-4159-af1a-b5c311873db3,INC0000045,Routing issues - redis-test-0123,Routing issues detected on redis-test-0123. Impact: network related issue affecting service availability.,high,P2,closed,de0c9da1-95bc-48c7-9f72-7c86590ac0eb,,Network,Routing issues,widespread,Christopher Lee,Kevin Thompson,Database Operations,2025-09-16 23:16:50,2025-09-17 00:48:50,2025-09-17 00:06:50,2025-09-17 11:06:50,50,false,false
7bc0ffff-7dd0-4b57-bfb9-f00816ad205b,INC0000046,Backup failure - reporting-prod-0136,Backup failure detected on reporting-prod-0136. Impact: data related issue affecting service availability.,low,P4,closed,daea5281-7245-4dbf-96fd-549047824b30,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Data,Backup failure,localized,Jessica Garcia,Laura Clark,Customer Experience,2025-08-23 18:01:25,2025-08-23 19:32:25,2025-08-24 00:45:25,2025-08-24 01:45:25,404,true,false
a602a126-c977-400c-bc51-83ddfc2cbba9,INC0000047,Data corruption - redis-stag-0009,Data corruption detected on redis-stag-0009. Impact: data related issue affecting service availability.,critical,P1,closed,e486e606-c9b3-48db-bec0-4bffe4b83bcd,5dde88a6-aa1b-4250-9502-369757c5ad99,Data,Data corruption,localized,Lisa Anderson,David Wilson,Cloud Infrastructure,2025-12-27 22:23:25,2025-12-28 00:14:25,2025-12-28 00:34:25,2025-12-29 10:34:25,131,false,true
73d73b9e-35e6-432e-bcbc-02b8564479ea,INC0000048,Backup failure - Unknown CI,Backup failure detected on infrastructure. Impact: data related issue affecting service availability.,low,P4,resolved,,,Data,Backup failure,limited,John Smith,Jessica Garcia,Security Operations,2025-10-09 05:31:13,2025-10-09 06:08:13,2025-10-09 08:52:13,,201,false,false
ce138bda-9ee7-4453-bbe1-bf809f0652d1,INC0000049,Configuration error - memcached-stag-0266,Configuration error detected on memcached-stag-0266. Impact: application related issue affecting service availability.,low,P4,closed,621d1ee7-e1d4-420b-9258-eb8593c9371f,,Application,Configuration error,localized,David Wilson,Jessica Garcia,SRE,2026-01-14 12:33:44,2026-01-14 12:56:44,2026-01-14 16:18:44,2026-01-15 07:18:44,225,false,false
defcd5d9-f5ad-4e35-ad66-7f676260bcc9,INC0000050,Configuration error - rabbitmq-test-0046,Configuration error detected on rabbitmq-test-0046. Impact: application related issue affecting service availability.,critical,P1,closed,98fa29c3-028f-4408-ade0-45c7a40dfdad,9e0f8d3a-b07a-4be3-8cea-977f89543359,Application,Configuration error,localized,Kevin Thompson,Lisa Anderson,Security Operations,2025-09-23 01:33:44,2025-09-23 02:59:44,2025-09-23 02:43:44,2025-09-23 20:43:44,70,false,false
dbcc5bcb-034c-40ba-9e24-28d99b1247a6,INC0000051,Routing issues - Unknown CI,Routing issues detected on infrastructure. Impact: network related issue affecting service availability.,medium,P3,resolved,,,Network,Routing issues,localized,Christopher Lee,Emily Davis,DevOps,2025-10-13 23:04:11,2025-10-13 23:33:11,2025-10-13 23:40:11,,36,false,false
c2268c6b-0568-497a-9620-f0bb13c412a5,INC0000052,Vulnerability detected - elasticsearch-stag-0005,Vulnerability detected detected on elasticsearch-stag-0005. Impact: security related issue affecting service availability.,low,P4,closed,8c4d8322-e2e1-4373-b5bb-761b9c5313e1,ad376f29-742f-47ef-8cc6-6deccdeaa394,Security,Vulnerability detected,localized,Amanda White,Lisa Anderson,Security Operations,2025-12-09 17:09:52,2025-12-09 18:13:52,2025-12-09 23:12:52,2025-12-10 09:12:52,363,true,false
47fbb4bc-96f7-490c-843f-135f51d38cab,INC0000053,Unauthorized access - k8s-node-deve-0112,Unauthorized access detected on k8s-node-deve-0112. Impact: security related issue affecting service availability.,medium,P3,open,50133837-0d53-423c-adc3-3525fc0fb685,3fa0669e-f615-46f6-a5a6-1bce70f24056,Security,Unauthorized access,widespread,Sarah Johnson,Laura Clark,Security Operations,2025-10-16 09:24:03,,,,,false,false
0c8dfea1-3712-4268-a713-0200e7d23f09,INC0000054,Slow response - kafka-prod-0180,Slow response detected on kafka-prod-0180. Impact: performance related issue affecting service availability.,critical,P1,resolved,ffbae98c-2274-4ceb-86e6-1ce97c090642,,Performance,Slow response,localized,David Wilson,Michael Chen,Security Operations,2025-10-16 06:05:05,2025-10-16 07:35:05,2025-10-16 12:53:05,,408,true,true
a4d83a6f-a334-454a-9255-be5d45f0ee62,INC0000055,Timeout errors - proxy-deve-0243,Timeout errors detected on proxy-deve-0243. Impact: performance related issue affecting service availability.,low,P4,resolved,c8439fc7-e06c-4ff5-bb91-8cc117e3cc97,,Performance,Timeout errors,localized,Daniel Harris,Michelle Robinson,DevOps,2025-11-02 20:51:49,2025-11-02 22:39:49,2025-11-03 02:53:49,,362,true,false
048e0c16-acf9-42d9-913a-5773dea751d4,INC0000056,Vulnerability detected - nfs-prod-0089,Vulnerability detected detected on nfs-prod-0089. Impact: security related issue affecting service availability.,low,P4,open,4eed41d6-2d62-47e7-8769-1e2c5bc92adc,,Security,Vulnerability detected,localized,Christopher Lee,David Wilson,Network Operations,2025-12-27 03:40:31,,,,,false,false
16910ef3-f660-4aff-8734-a982f6b9c576,INC0000057,Connectivity issues - nlb-stag-0153,Connectivity issues detected on nlb-stag-0153. Impact: availability related issue affecting service availability.,medium,P3,resolved,9f0ae9df-e036-4441-806b-93559c1eb053,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,Availability,Connectivity issues,widespread,Daniel Harris,Michelle Robinson,Cloud Infrastructure,2025-12-28 10:41:03,2025-12-28 11:45:03,2025-12-28 15:35:03,,294,true,false
233d8a16-75a7-4503-8d90-a10c833a9568,INC0000058,Vulnerability detected - proxy-prod-0219,Vulnerability detected detected on proxy-prod-0219. Impact: security related issue affecting service availability.,high,P2,resolved,2ce49ea2-8ac7-486e-8e33-2382e6ddf64c,,Security,Vulnerability detected,widespread,John Smith,Michelle Robinson,Cloud Infrastructure,2025-12-02 03:07:04,2025-12-02 04:04:04,2025-12-02 07:18:04,,251,true,false
5e8cac62-883f-4318-843c-a6bc3f401a01,INC0000059,Certificate expired - lambda-test-0192,Certificate expired detected on lambda-test-0192. Impact: security related issue affecting service availability.,low,P4,closed,9afb888c-a5ad-411b-be47-dae081d205ff,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Security,Certificate expired,limited,Sarah Johnson,Daniel Harris,Database Operations,2025-09-06 10:24:49,2025-09-06 11:38:49,2025-09-06 18:19:49,2025-09-08 07:19:49,475,true,false
4243f1b1-abeb-4b33-b7d5-46c6090942be,INC0000060,Routing issues - f5-prod-0044,Routing issues detected on f5-prod-0044. Impact: network related issue affecting service availability.,medium,P3,open,5e1f3821-5a10-40ba-9046-b910d843cd5c,9c1bf4ca-cf8a-451e-a0a4-3af8f7f10f65,Network,Routing issues,localized,Emily Davis,Christopher Lee,Customer Experience,2025-08-18 21:38:40,,,,,false,false
e6ddb94c-1c71-49c4-85ce-6791cfcf072e,INC0000061,Backup failure - memcached-prod-0063,Backup failure detected on memcached-prod-0063. Impact: data related issue affecting service availability.,high,P2,resolved,a1c3ce7f-e492-4001-a1dd-98a51742d908,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Data,Backup failure,widespread,James Brown,David Wilson,Data Engineering,2026-01-01 06:24:22,2026-01-01 08:03:22,2026-01-01 12:46:22,,382,true,false
f14e5eb0-5865-42cf-83a4-0f2ea6c27eb3,INC0000062,Partial outage - memcached-test-0160,Partial outage detected on memcached-test-0160. Impact: availability related issue affecting service availability.,low,P4,resolved,914824f8-fab7-4a3c-a6e5-c961900b5acc,eab1fa5b-ffa4-4067-bcce-6ce998814034,Availability,Partial outage,widespread,Emily Davis,Michael Chen,Platform Engineering,2025-08-06 05:27:52,2025-08-06 06:51:52,2025-08-06 11:34:52,,367,true,false
